price,area,bathrooms,floor,total_floors,furnishing,transaction,location
4200000,550,2,2,3,0,1,36
1800000,492,1,2,4,0,0,36
18000000,973,3,3,5,0,1,36
7800000,1100,2,4,4,2,0,36
7800000,1100,2,4,4,2,0,36
3500000,800,2,4,5,1,0,36
19000000,1100,2,9,15,1,0,36
44500000,2000,3,9,35,0,0,36
3300000,480,2,4,14,1,0,36
2400000,400,1,2,4,0,0,36
4500000,850,2,1,6,2,1,36
6500000,1100,2,3,4,0,0,36
3500000,800,2,3,4,2,0,36
2300000,608,2,2,4,0,1,36
4500000,700,2,3,3,1,0,36
2150000,325,1,2,5,0,0,36
6700000,1146,2,3,4,1,0,36
11900000,761,2,10,20,0,1,36
20200000,1810,3,9,16,0,0,36
12000000,1800,3,3,5,2,0,36
2500000,592,2,3,4,2,0,36
1800000,250,1,2,4,0,1,36
5000000,1065,2,2,5,0,0,36
4900000,840,2,1,3,0,0,36
5200000,600,2,3,3,0,1,36
1500000,480,1,3,3,0,0,36
3300000,640,2,1,3,0,0,36
6420000,700,2,1,4,0,0,36
2550000,610,2,2,3,0,0,36
20500000,3000,4,18,20,0,0,36
2500000,680,2,1,3,0,0,36
6000000,750,2,2,3,0,0,36
1600000,620,1,0,4,1,0,36
8500000,1012,2,3,4,1,0,36
3500000,850,2,3,4,0,0,36
6700000,900,2,4,7,1,0,36
7400000,900,2,4,6,1,0,36
1700000,490,1,2,4,0,0,36
2400000,610,1,3,5,1,0,36
7200000,775,2,1,4,1,1,36
3000000,620,2,1,5,1,0,36
10500000,1050,2,8,16,0,0,36
15000000,1400,3,2,23,0,0,36
4000000,1580,2,5,5,2,0,36
2500000,800,2,2,3,0,0,36
3200000,560,1,1,3,0,0,36
1000000,350,1,4,4,0,0,36
9200000,1100,2,1,3,1,0,36
8640000,560,2,3,5,0,1,36
4600000,775,2,1,3,0,0,36
6500000,790,2,7,15,0,1,36
5250000,690,2,13,14,0,0,36
4400000,890,2,2,4,0,0,36
3000000,700,2,3,3,1,0,36
18000000,2000,4,1,3,0,0,36
1500000,280,1,2,7,2,0,36
4650000,700,2,3,14,0,0,36
1800000,550,1,4,4,0,0,36
9000000,1100,3,2,5,1,0,36
3200000,680,2,3,3,0,0,36
15000000,1000,2,9,10,1,0,36
12000000,1132,2,4,4,1,0,36
3490000,600,2,2,4,0,1,36
1800000,670,1,1,5,0,0,36
8800000,668,2,5,20,0,1,36
31500000,1800,3,22,36,0,0,36
5500000,700,2,5,14,0,0,36
7000000,900,2,8,14,2,0,36
4000000,700,2,3,5,0,1,36
6650000,818,3,7,12,2,1,36
16500000,1552,3,3,5,0,0,36
7200000,600,1,2,3,2,0,36
3300000,550,2,2,4,0,0,36
1300000,530,1,3,4,1,0,36
4000000,690,1,1,5,0,0,36
4900000,595,2,1,4,0,0,36
2500000,750,2,0,4,1,0,36
22400000,1508,4,11,20,0,0,36
1350000,300,1,2,4,0,0,36
4700000,850,2,2,5,0,0,36
6000000,1080,4,0,4,0,0,36
9500000,1100,2,1,4,1,0,36
7500000,900,2,8,15,0,0,36
160000000,5000,4,20,28,2,0,36
5500000,1500,2,3,2,1,0,36
2000000,442,1,1,4,1,0,36
3600000,850,2,3,4,1,0,36
2600000,720,2,2,5,0,0,36
4400000,712,2,1,4,0,0,36
5000000,2000,1,2,2,2,0,36
70000000,2803,3,3,5,0,1,36
5600000,793,2,3,5,0,1,36
9700000,1750,2,12,12,0,0,36
6400000,600,2,2,10,0,1,36
850000,280,1,0,3,0,1,36
11000000,1106,3,6,6,2,0,36
11000000,1200,3,1,16,0,1,36
6000000,1450,2,1,3,0,0,36
3750000,750,2,1,4,0,0,36
8500000,1020,2,5,6,0,0,36
9300000,1208,2,4,5,0,0,36
1200000,250,1,4,4,2,0,36
1750000,500,1,3,5,0,0,36
2570000,528,2,1,4,2,0,36
12000000,1270,3,8,19,0,0,36
4950000,900,2,4,4,0,1,36
5800000,950,2,2,5,2,0,36
10800000,1200,2,11,22,0,0,36
13000000,1600,4,3,6,1,0,36
3850000,893,2,2,2,0,0,36
4300000,800,2,2,4,0,0,36
16800000,1800,4,22,29,0,0,36
4300000,680,2,2,3,1,1,36
2100000,640,2,4,4,0,0,36
6500000,1050,2,4,7,1,0,36
30000000,2580,4,4,4,2,0,36
4500000,750,2,2,4,2,0,36
5600000,670,2,7,13,0,0,36
7800000,1060,2,1,4,0,0,36
5200000,635,2,7,15,0,1,36
3250000,480,2,3,14,0,0,36
4800000,820,2,2,6,0,0,36
2100000,520,1,2,4,2,0,36
4100000,865,2,5,5,1,0,36
20000000,1100,2,5,13,1,0,36
5200000,800,2,2,4,0,1,36
2600000,838,2,3,4,1,0,36
7500000,1100,2,4,14,0,0,36
2000000,380,1,2,4,0,0,36
3500000,750,2,1,3,1,0,36
2100000,350,1,1,4,0,0,36
12500000,812,2,10,16,0,0,36
4800000,850,2,1,4,2,0,36
3500000,640,2,4,4,1,0,36
4200000,900,2,6,11,0,0,36
4000000,830,2,1,4,0,1,36
15000000,944,2,10,16,0,0,36
3000000,781,2,2,3,0,0,36
3000000,780,2,1,3,0,0,36
4000000,850,2,2,4,0,0,36
6300000,1095,2,4,6,0,0,36
16700000,865,3,8,20,0,1,36
29500000,1418,4,7,23,0,0,36
8950000,1133,3,3,7,0,1,36
3500000,850,2,3,6,1,0,36
3400000,730,2,4,6,2,0,36
5600000,808,2,2,2,2,0,36
1800000,800,2,4,4,0,0,36
1450000,521,1,3,4,0,0,36
20000000,1181,3,12,32,0,1,36
46500000,1836,4,6,15,0,1,36
5200000,750,2,3,4,0,0,36
3550000,680,2,2,4,0,0,36
3700000,616,2,3,4,0,0,36
4200000,1128,3,8,11,0,0,36
2500000,600,2,1,3,0,0,36
4900000,750,2,3,4,1,0,36
4700000,960,2,2,3,0,0,36
11500000,1475,2,4,6,0,0,36
6800000,800,2,9,15,0,0,36
3900000,850,2,2,14,0,0,36
16000000,1050,2,9,24,1,0,36
7000000,1428,2,3,4,1,0,36
3900000,774,2,4,4,0,0,36
2700000,710,2,1,5,1,0,36
8800000,1300,2,1,4,1,1,36
15500000,1350,3,10,15,2,0,36
6000000,750,2,2,3,2,0,36
2700000,600,2,2,4,0,0,36
3000000,700,1,1,4,1,0,36
30000000,1500,3,6,35,0,0,36
1200000,380,1,0,4,0,0,36
6500000,1091,2,1,3,2,1,36
7000000,995,2,4,5,2,0,36
1600000,482,1,4,5,0,0,36
1900000,560,1,3,6,1,0,36
3200000,890,2,2,4,0,0,36
7500000,1203,2,7,13,2,0,36
3700000,1000,2,2,4,2,0,36
2680000,400,1,1,4,0,1,36
6250000,808,2,4,4,0,0,36
2400000,560,2,1,3,0,0,36
8700000,1120,2,3,5,0,0,36
7000000,1335,2,1,5,1,1,36
1900000,610,1,1,5,1,0,36
4200000,850,2,2,6,0,0,36
2000000,550,2,4,4,0,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
6800000,890,2,2,4,0,0,36
2200000,500,1,0,5,1,0,36
39500000,2550,3,2,4,1,0,36
13600000,1349,3,3,5,0,0,36
12000000,740,2,3,5,0,1,36
4000000,950,2,3,3,1,0,36
2500000,600,2,2,4,1,0,36
7200000,900,2,2,18,0,0,36
12100000,1450,3,18,28,2,0,36
2500000,750,2,0,2,0,0,36
3400000,780,2,2,4,1,0,36
3100000,680,2,3,3,2,0,36
4200000,745,2,1,3,2,0,36
2300000,400,1,3,3,1,0,36
